,hospital_name,specialties,address,city_area
4298,Dr. Mustafa Ahmed Al -Fiqi,"Old bones, stadium injuries and endoscopes, adult oral surgery, bones, Cairo, gathering","Assembly: 120 Clinic, Medical Park 2 -Fifth Settlement",Cairo - Assembly
4299,Dr. Mustafa Ahmed Ayoub,"Old bones, bones, Giza, engineers",Engineers,Giza - Engineers
4300,Dr. Mustafa Ahmed Hammam,"Old skin, genital diseases, male diseases, children's skin, leather, Cairo, Heliopolis",Heliopolis: Al -Marghani Street,Cairo - Heliopolis
4301,Dr. Mustafa Al -Desouki,"Old eyes, lizards and correction of vision and white water, eyes, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
4302,Dr. Mustafa Al -Desouki,"Old eyes, lizards and correction of vision and white water, eyes, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
4303,Dr. Mustafa Al -Deeb,"Old heart, adult blood vessels, heart and blood vessels, Cairo, Nasr City",Nasr City: Aviation Street,Cairo - Nasr City
4304,Dr. Mustafa Al -Deeb,"Old heart, adult blood vessels, heart and blood vessels, Cairo, Nasr City",Nasr City: Aviation Street,Cairo - Nasr City
4305,Dr. Mustafa Al -Razzaz,"Adult blood diseases, sugar and adult deaf glands, sensitivity and adult immunity, internal, Cairo, Obour City",Al-Obour City: First District- Region 800- Building 52- The ground floor- next to the Hijaz Fountain,Cairo - Obour City
4306,Dr. Mustafa Ramadi,"Facial plastic surgery, nose surgery, plastic surgery, Alexandria, Ibrahimia",Abrahamic,Alexandria - Ibrahimia
4307,Dr. Mustafa Al -Zahbi,"Badr and an adult respiratory device, chest and respiratory device, Giza, Giza Square",Giza Square,Giza - Giza Square
4308,Dr. Mustafa Al -Sobky,"Dental cosmetic, radical and nerve filling and treatment",Engineers: Abdul Hamid Lutfi Maraa from Suleiman Abaza,Giza - Engineers
4309,Dr. Mustafa Al -Susani,"Old heart, adult blood vessels, heart and blood vessels, Cairo, Heliopolis",Heliopolis: Othman bin Affan Street,Cairo - Heliopolis
4310,Dr. Mustafa Al -Sayed,"Old heart, adult blood vessels, heart and blood vessels, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
4311,Dr. Mustafa Al -Fishawi,"General, internal, internal, Cairo, Sheikh Zayed",Sheikh Zayed: July 26 axis,Cairo - Sheikh Zayed
4312,Dr. Mustafa Al -Qadi,"Facial plastic surgery, burn surgery, eye plastic surgery, hand surgery, nose surgery, plastic surgery, Cairo, Bulaq",Bulaq: The Land of the Brigade,Cairo - Bulaq
4313,Dr. Mustafa Al -Qadi,"Facial plastic surgery, obesity and slimming surgery, adult leather, cosmetic and lazer, children's skin, burn surgery, eye plastic surgery, hand surgery, nose surgery, children's distortions and birth defects, plastic surgery, Giza, Imbaba",Imbaba: Unity,Giza - Imbaba
4314,Dr. Mustafa Al -Koumi,"Natural treatment children, physical therapy and stadium injuries, Giza, the pyramid",Pyramid,Giza - the pyramid
4315,Dr. Mustafa Al -Masiri,"Urinary urinary tracts, male diseases, urologist, urology, urology, Alexandria, Rushdie",Rushdie: Ahmed Shawky Street,Alexandria - Rushdie
4316,Dr. Mustafa Al Mahdi,"Urinary urinary tracts, urinary tract surgery, male diseases, urology, Giza, Faisal",Faisal: King Faisal Street,Giza - Faisal
4317,Dr. Mustafa Al Mahdi,"Urinary urinary tracts, urinary tract surgery, male diseases, urology, Giza, Faisal",Faisal: King Faisal Street,Giza - Faisal
4318,Dr. Mustafa Al -Nahhas,"I am adults, addiction treatment, toxin therapy, family consultations, psychological, Alexandria, Camp Shezar",Camp Shizar,Alexandria - Camp Shezar
4319,Dr. Mustafa Al -Nimr,"Stadium and endoscopy injuries, joint change, adult orthopedic surgery, bone distortions, adult bones, bones, Cairo, gathering",Assembly: Sadat axis,Cairo - Assembly
4320,Dr. Mustafa Al -Nimr,"Stadium and endoscopy injuries, joint change, adult orthopedic surgery, bone distortions, adult bones, bones, Cairo, gathering",Assembly: Sadat axis,Cairo - Assembly
4321,Dr. Mustafa Jamal,"Obesity and slimming surgery, adult general surgery, gastrointestinal surgery and adult perspectives, obesity and endoscopic surgery, Alexandria, Laurent",Laurent: Abdul Salam Aref,Alexandria - Laurent
4322,Dr. Mustafa Jumaa Abdel Maqsoud,"Adult teeth, teeth, Cairo, Imbaba",Imbaba,Cairo - Imbaba
4323,Dr. Mustafa Hafez,"Children, newborns, breastfeeding, children and newborns, Dakahlia, Mit Ghamr",Mit Ghamr: June 26 Street,Dakahlia - Mit Ghamr
4324,Dr. Mustafa Hamid Allam,"General surgery, children, gastrointestinal surgery, adult endoscopy, adult surgery, obesity and slimming surgery, belly surgery, endocrine surgery, children's distortions and birth defects, general surgery, western, Tanta","Tanta: Al -Bahr Street in front of the University Hospital, the highest Halibo restaurant",Gharbia - Tanta
4325,Dr. Mustafa Hamid Nabih,"Old eyes, retinal surgery and glass body, eyes, Giza, engineers",Mohandessin: Syria Street,Giza - Engineers
4326,Dr. Mustafa Habishi,"Adult sensitivity and immunity, chest and adult respiratory system, chest and respiratory system, Cairo, Heliopolis",Heliopolis: Assiuti - a branch of the Caliph Al -Mamoun,Cairo - Heliopolis
4327,Dr. Mustafa Hosni,"Urinary urinary tracts, urinary tract surgery, urologist, urologist, urologist, Giza, Al -Ahram Gardens",Al -Ahram Gardens,Giza - Al -Ahram Gardens
4328,Dr. Mustafa Hussein,"Adult teeth, teeth, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
4329,Dr. Mustafa Hamdi Tolba,"Extraordinary feedback, adult physical therapy, stadium injuries, adult rheumatism, physical therapy and stadium injuries, Giza, Faisal",Faisal: The Pearl,Giza - Faisal
4330,Dr. Mustafa Hathatir,"Addiction treatment, family counseling, psychological children, psychological adults, adults and nerves, psychological, Giza, Faisal",Faisal,Giza - Faisal
4331,Dr. Mustafa Zakaria,"Brain and nerves of children, psychological children, brain and nerves, Giza, Dokki",Dokki: Tahrir Street - Dokki Square,Giza - Dokki
4332,Dr. Mustafa Zain,"General surgery, children, urologist, pediatric surgery, Alexandria, Smouha",Smouha: Paradise,Alexandria - Smouha
4333,Dr. Mustafa Saeed Al -Maghrabi,"Myself are adults, myself, children, family consultations, myself, Cairo, Nasr City",Nasr City,Cairo - Nasr City
4334,Dr. Mustafa Saeed Al -Maghrabi,"Myself are adults, myself, children, family consultations, myself, Cairo, Nasr City",Nasr City,Cairo - Nasr City
4335,Dr. Mustafa Saeed Maan - Decal Clinic,"Adulty teeth, dental orthodontics, radical and nerve treatment, dental cosmetic, dental implant, toothpicks, teeth, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
4336,Dr. Mustafa Samih,"Dental cosmetic, gum treatment, adult teeth, children's teeth, filling and treatment of roots and nerves, facial surgery and jaws, elderly teeth, dental fixtures, teeth, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
4337,Dr. Mustafa Samir Nour,"Urinary urinary tracts, urinary tracts, urinary tract surgery, urology surgery, male diseases, urologist, Cairo, Shubra",Shubra,Cairo - Shubra
4338,Dr. Mustafa Sanad,"Children's skin, leather, Cairo, tenth of Ramadan","Tenth of Ramadan: The tenth of Ramadan, Jordan, Oman Center 1, Entrance (D), in front of the Engineers Club",Cairo - the tenth of Ramadan
4339,Dr. Mustafa Sayed,"Genital diseases, male diseases, adult skin, cosmetic and lazer, children's skin, leather, Cairo, Mrs. Zainab",Sayyida Zainab: Mrs. Zainab Square,Cairo - Mrs. Zainab
4340,Dr. Mustafa Shaheen,"Old heart, sugar and adult endless glands, general interior, chest and an adult respiratory system, internal, Cairo, Nasr City",Nasr City,Cairo - Nasr City
4341,Dr. Mustafa Shawky,"Old bones, adult oral surgery, bones, Cairo, Nasr City","Nasr City: Hassanein Heikal, Nasr City",Cairo - Nasr City
4342,Dr. Mustafa Salah,"Diseases of women and generation, microscopic injection and sterility, women and generation, Giza, the pyramid",Pyramid,Giza - the pyramid
4343,Dr. Mustafa Salah Al -Din Al -Gammal,"Addiction treatment, family counseling, psychological children, psychological adults, psychological, psychological, western, Tanta","Tanta: Standeth Square, Pearl Tower",Gharbia - Tanta
4344,Dr. Mustafa Dhaif,"Genital diseases, male diseases, adult skin, cosmetic and lazer, children's skin, leather, Cairo, Nasr City",Nasr City: Mahmoud Fathi is parallel to Mustafa Al -Nahhas,Cairo - Nasr City
4345,Dr. Mustafa Abbas,"Diseases of women and obstetrics, women and obstetrics, Cairo, olive",Olive,Cairo - Olives
4346,Dr. Mustafa Abdel Baset,"Adult teeth, teeth, Cairo, Maadi",Hostile,Cairo - Maadi
4347,Dr. Mustafa Abdel Halim,"Male diseases, urinary tract surgery, urinary tract, urinary tract, urinary tract surgery, urinary tract, Giza, Sheikh Zayed","Sheikh Zayed: -Al -Hi 12 -Bajiqa Camonda, Rawda Zayed",Giza - Sheikh Zayed
4348,Dr. Mustafa Abdul Hamid Al -Shall,"Adult blood vessels surgery, pediatric blood vessels surgery, diabetes foot treatment, blood vessel surgery, Giza, Dokki",Dokki: Dokki Street,Giza - Dokki
4349,Dr. Mustafa Abdel Hamid Suleiman,Belly,downtown,Cairo - Downtown
4350,Dr. Mustafa Abdel Hamid Suleiman,Belly,downtown,Cairo - Downtown
4351,Dr. Mustafa Abdel -Mumin,"Myself are adults, myself, children, addiction treatment, family consultations, myself, Alexandria, Sidi Bishr",Sidi Bishr: 41 Al -Baqbashi Al -Asawi Street - Qasr Al Salam Tower - in front of the computer market.,Alexandria - Sidi Bishr
4352,Dr. Mustafa Abdullah,"Old eyes, children's eyes, eyes, oriental, Zagazig",Zagazig: The road of Mansoura's position next to Benzina Bayoub,Eastern - Zagazig
4353,Dr. Mustafa Abdel Nabi,"An adult nose and throat, an adult surgery, an adult earnings and an adult throat, nose, ears and throat, Alexandria, Raml Station",Raml Station: Saad Zaghloul Square,Alexandria - Raml Station
4354,Dr. Mustafa Abdel Nasir,"Adulty kidneys, sugar and adult deaf glands, general interior, kidneys, Cairo, Heliopolis",Heliopolis: Club Street,Cairo - Heliopolis
4355,Dr. Mustafa Abdel Nasir,"Adulty kidneys, sugar and adult deaf glands, general interior, kidneys, Cairo, Heliopolis",Heliopolis: Club Street,Cairo - Heliopolis
4356,Dr. Mustafa Abdo,"Addiction treatment, family counseling, psychological children, psychological adults, adults and nerves, psychological, Cairo, Heliopolis",Heliopolis: race Street next to Maryland,Cairo - Heliopolis
4357,Dr. Mustafa Othman,"Extreme physical therapy, physical therapy, children's injuries, stadium injuries, losing and feeding adult",October 6: The second neighborhood - the first neighboring,Giza - 6 October
4358,Dr. Mustafa Adly Helmy,Belly,Olive,Cairo - Olives
4359,Dr. Mustafa Adly Helmy,Belly,Olive,Cairo - Olives
4360,Dr. Mustafa Azab Sama Clinic,"Old eyes, children's eyes, lizards, vision and white water, network surgery and glass body, optical rehabilitation, eyes, Giza, Sheikh Zayed",Sheikh Zayed: -Muwal Al -Moez,Giza - Sheikh Zayed
4361,Dr. Mustafa Magdy Donia,"An adult nose and throat, nose, nose, and throat of children, nose surgery, adults and throat adults, nose surgery, larger and throat of children, nose, ears and throat, Alexandria, Smouha",Smouha: Behind Sidi Jaber Train Station,Alexandria - Smouha
4362,Dr. Mustafa Mohamed,"Old bones, adult oral surgery, bone distortions, foot and ankle bones, joint change, orthopedic orthodontics, stadium injuries and endoscopy, bones, Cairo, Helwan Gardens",Helwan Gardens: St.Gamal Abdel Nasser,Cairo - Helwan Gardens
4363,Dr. Mustafa Mohamed El -Sayed,"Annual and adults and throat, nose, ears and throat, Cairo, Nasr City",Nasr City,Cairo - Nasr City
4364,Dr. Mustafa Muhammad Al -Sadiq,"Diseases of women and obstetrics, women and obstetrics, Giza, engineers",Engineers,Giza - Engineers
4365,Dr. Mustafa Muhammad Hussein Al -Dhahabi,"Tuberculosis and an adult respiratory device, chest and respiratory device, Cairo, Maadi",Hostile,Cairo - Maadi
4366,Dr. Mustafa Mohamed Reda Hegazy,"Adult brain and nerves, brain and nerves, Cairo, Nasr City",Nasr City,Cairo - Nasr City
4367,Dr. Mustafa Muhammad Taha,"Adult teeth, teeth, Giza, Agouza",Agouza,Giza - Agouza
4368,Dr. Mustafa Mahmoud,"Adult teeth, teeth, Cairo, downtown",downtown,Cairo - Downtown
4369,Dr. Mustafa Mahmoud,"Adult feeding and feeding, adult physical therapy, stadium injuries, rehabilitation, physical therapy and stadium injuries, Cairo, Nasr City",Nasr City: Aviation Street,Cairo - Nasr City
4370,Dr. Mustafa Mahmoud,"Diseases of women and generation, birth, women and obstetrics, Giza, the pyramid",Pyramid: the pyramid,Giza - the pyramid
4371,Dr. Mustafa Merhi,"Children, newborns, breastfeeding, children and newborns, Alexandria, Smouha",Smouha: Paradise,Alexandria - Smouha
4372,Dr. Mustafa Moataz,"Facial plastic surgery, burn surgery, hand plastic surgery, nose plastic surgery, obesity and slimming surgery, eye plastic surgery, children's distortions and birth defects, plastic surgery, Qaliubiya, Benha Center",Benha Center: Bridge Street,Qaliubiya - Benha Center
4373,Dr. Mustafa Makki,"Facial plastic surgery, obesity and slimming surgery, plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose surgery, children's distortions and birth defects, plastic surgery, Cairo, Maadi","Maadi: Nirko, the fifth part",Cairo - Maadi
4374,Dr. Mustafa Makki,"Facial plastic surgery, burn surgery, eye plastic surgery, hand surgery, nose plastic surgery, cosmetic and laser, children's distortions and birth defects, obesity and slimming surgery, plastic surgery, Giza, pyramid",Pyramid: 39 The main Haram Street - Meshaal - in front of Jad Restaurant,Giza - the pyramid
4375,Dr. Mustafa Mansi,"Old heart surgery, adult boobs, heart and chest surgery, Giza, engineers",Engineers,Giza - Engineers
4376,Dr. Mustafa Nabil,"Children's teeth, dental cosmetic, dental calendar, dental implant, teeth, Giza, Giza Square",Giza Square,Giza - Giza Square
4377,Dr. Mustafa Nabil Abu Kalb,"Dental cosmetic, dental transplantation, teeth, Alexandria, Ibrahimia",Abrahamic,Alexandria - Ibrahimia
4378,Dr. Mustafa Nabil Zaghloul,"Old skin, children's skin, cosmetic and laser, genital diseases, male diseases, leather, Alexandria, Ibrahimia","Al -Ibrahimia: The Architecture of Qabnouri - 59 Omar Lotfy St., Al -Ibrahimiya on the tram - after the Shidia Market",Alexandria - Ibrahimia
4379,Dr. Mustafa Nabil Abdel Halim,"Adult teeth, teeth, Cairo, Maadi",Hostile,Cairo - Maadi
4380,"Dr. Mustafa Nabih, Arkan Center","Natural treatment children, physical therapy and stadium injuries, Cairo, Maadi",Maadi: Street 286,Cairo - Maadi
4381,Dr. Moataz Wissam,"Lizik, vision and white water, adult eyes, children's eyes, eyes, Cairo, Heliopolis",Heliopolis: Egypt Buildings for Reconstruction - Region 9 - Sheraton Residences,Cairo - Heliopolis
4382,Dr. Moataz Ahmed Hassan,"Digestive device and adult perspectives, general internal, internal, Cairo, Heliopolis",Heliopolis: Masaken Saqr Quraysh - Sheraton Residences,Cairo - Heliopolis
4383,Dr. Moataz Ahmed Zaki,"Old heart, heart and blood vessels, Alexandria, Raml Station",Raml Station: 8- Sand Station - College of Medicine Street over Oxford Pharmacy,Alexandria - Raml Station
4384,Dr. Moataz Ismail,"Psychology, addiction treatment, toxin therapy, family consultations, adults and nerves, psychological, Cairo, gathering",Assembly: The ninety Street,Cairo - Assembly
4385,Dr. Moataz Ashraf,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetic, dental implant, facial and jaws, gum treatment, dental fixtures, dental, teeth, Cairo, Shubra Al -Khaimah",Shubra Al -Khaimah: The New Doctors Tower - May 15 with Ahmed Orabi,Cairo - Shubra Al -Khaimah
4386,Dr. Moataz Al -Khatib,"Adult teeth, children's teeth, dental orthodontics, radical and nerve treatment, dental cosmetic, dental implant, gum treatment, elderly teeth, teeth, Giza, pyramid",Pyramid,Giza - the pyramid
4387,Dr. Moataz Al -Ramlawi,"Women and generation diseases, microscopic injection and infertility, women's tumors surgery, women and obstetrics, Cairo, gathering",Assembly: northern ninety,Cairo - Assembly
4388,Dr. Moataz El -Sherbiny,"Diseases of women and obstetrics, women and obstetrics, Giza, Sheikh Zayed",Sheikh Zayed: July 26 axis,Giza - Sheikh Zayed
4389,Dr. Moataz El -Shennawy,"Children's teeth, dental cosmetics, radical and nerve treatment, gum treatment, dental orthodontics, dental installations, elderly teeth, dental implant, adult teeth, teeth, Cairo, gathering",Gathering,Cairo - Assembly
4390,Dr. Moataz Al -Qat,"Children's heart, adult heart, adult blood vessels, blood vessels, heart and blood vessels, oriental, Zagazig",Zagazig: Al -Shaarawi Street,Eastern - Zagazig
