,Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address,hospital_info,locationAfterConvert
1231,Egypt and Sudan Specialist Hospital,https://healtheg.com/ar/Item/1125/مستشفى-مصر-والسودان-التخصصى,"75 A. Egypt St. and Sudan, in front of the Abdul Hamid Keshk Mosque, Gardens of the Dome, Cairo",Cairo-Dome Gardens,N/a,,https://healtheg.com//content/images/healtheg_300.png,+20226834690,,"75 A. Egypt St. and Sudan, in front of the Abdul Hamid Keshk Mosque, Gardens of the Dome, Cairo","عن المؤسسةتحتوي مستشفى مصر والسودان التخصصى على أغلب التخصصات الطبية وهي ""القلب - المخ والأعصاب - الجهاز الهضمي والمناظير - طب وجراحة الكلى - العظام - علاج المفاصل والغضاريف - عيادة الكسور - الباطنية - المسالك البولية - الجراحة العامة - علاج طبيعي للرجال والنساء - مكافحة التدخين - الروماتيزم""كما يقدم هذا الصرح الطبى أفضل الخدمات الطبية و الرعاية و الاهتمام بالعملاء بأعلى مستوى وفق أفضل المواصفات و المقايس المخصصة فى قطاع الخدمات الطبية .الكلمات الدلالية مستشفى مصر والسودان التخصصىرقم هاتف مستشفى مصر والسودان التخصصىعنوان مستشفى مصر والسودان التخصصىحجز موعد في مستشفى مصر والسودان التخصصىرقم استقبال مستشفى مصر والسودان التخصصىمواعيد مستشفى مصر والسودان التخصصىأطباء مستشفى مصر والسودان التخصصىتخصصات مستشفى مصر والسودان التخصصى",Location not found
1232,Mustafa Kamel Hospital for the Armed Forces,https://healtheg.com/ar/Item/3126/مستشفى-مصطفى-كامل-للقوات-المسلحة,"Port Said St., in front of the Sidi Jaber Mosque, Sidi Jaber Al -Sheikh, Alexandria",Alexandria-Sir Jaber,N/a,,https://healtheg.com//content/images/healtheg_300.png,035466806 - 035466805 - 035452013 - 035466027,,"Port Said St., in front of the Sidi Jaber Mosque, Sidi Jaber Al -Sheikh, Alexandria","عن المؤسسةتحتوي مستشفى مصطفى كامل للقوات المسلحة على أغلب التخصصات الطبية وهي ""القلب - المخ والأعصاب - الجهاز الهضمي والمناظير - طب وجراحة الكلى - العظام - علاج المفاصل والغضاريف - عيادة الكسور - الباطنية - المسالك البولية - الجراحة العامة - علاج طبيعي للرجال والنساء - مكافحة التدخين - الروماتيزم""تمتلك مستشفى مصطفى كامل للقوات المسلحة فريق متميز من الأطباء الاستشاريين والاخصائيين في الرعاية الصحية من ذوي الخبرات المتعددة والقادرين على علاج ومتابعة كافة الحالات المرضية والمشاكل الطبية حتى الأكثر تعقيدا منها.كما أنها تستخدم أحدث الاجهزة والمعدات الطبية ذات التقنيات العالمية في مجال الرعاية الصحية.كما أن خدمة الطوارئ بالمستشفى تعمل على 24 ساعة طوال ايام الاسبوع والصيدلية تعمل على مدار الساعة طوال ايام الاسبوع.تحرص ادارة مستشفى مصطفى كامل للقوات المسلحة على خدمة المرضى من خلال اهتمام وحسن رعاية وحسن المعاملة والرعاية الطبية المميزة عن طريق نخبة كبيرة من الأطباء والاخصائيين ذوي الكفاءة والخبرة الجيدة في تخصصاتهم، ويقوم بمساعدتهم التمريض الطبي ذو الكفاءة والنشاط مما يساعد على تقديم الخدمة الطبية المميزة.الكلمات الدلالية مستشفى مصطفى كامل للقوات المسلحةرقم هاتف مستشفى مصطفى كامل للقوات المسلحةعنوان مستشفى مصطفى كامل للقوات المسلحةحجز موعد في مستشفى مصطفى كامل للقوات المسلحةرقم استقبال مستشفى مصطفى كامل للقوات المسلحةافضل دكتور في مستشفى مصطفى كامل للقوات المسلحةتخصصات مستشفى مصطفى كامل للقوات المسلحةسعر الكشف في مستشفى مصطفى كامل للقوات المسلحةارقام مستشفى مصطفى كامل العسكري بالاسكندريةاسماء أطباء مستشفى مصطفى كامل العسكريمدير مستشفى مصطفى كامل العسكريأطباء مستشفى مصطفى كامل العسكريتمريض مستشفى مصطفى كاملمدير مستشفى مصطفى كامل العسكرىوظائف مستشفى القوات المسلحة بالاسكندريةالعيادات الخارجية للقوات المسلحة",Location not found
1233,Mustafa Mahmoud Specialist Hospital,https://healtheg.com/ar/Item/2599/مستشفى-مصطفى-محمود-التخصصي,"24 Al -Nile St. Al -Abyad Lebanon Square, next to a believer restaurant, Mit Oqba, Al -Agouza neighborhood, Giza",Giza-Engineers,N/a,,https://healtheg.com//content/images/healtheg_300.png,02 33027352,,"24 Al -Nile St. Al -Abyad Lebanon Square, next to a believer restaurant, Mit Oqba, Al -Agouza neighborhood, Giza",عن المؤسسةتحتوي مستشفى مصطفى محمود التخصصي على العديد من التخصصات الطبية ( طب عام، النسائية والتوليد، الجراحة العامة والأطفال وحديثي الولادة، الباطنية والتنظير الداخلي، جراحة الفم والأسنان، جراحة الأنف والأذن والحنجرة، وجراحة المسالك البولية، الأمراض الجلدية والتناسلية، الجراحة التقويمية، القلب، العيون، جراحة العظام والمفاصل )كما أنها تحتوي على قسم الطوارىء على مدار الساعة برعاية أطباء مؤهلين وممرضات لتقديم جميع أنواع الرعاية الطارئة.كما يوجد بالمستشفى فريق طبى كامل على مدار الساعة من الاستشاريين والأخصائيين والفنيين والتمريض المؤهلين بامتياز.الكلمات الدلالية مستشفى مصطفى محمود التخصصيرقم هاتف مستشفى مصطفى محمود التخصصيعنوان مستشفى مصطفى محمود التخصصيحجز موعد في مستشفى مصطفى محمود التخصصيرقم استقبال مستشفى مصطفى محمود التخصصيوظائف مستشفى مصطفى محمود التخصصيتخصصات مستشفى مصطفى محمود التخصصيأقسام مستشفى مصطفى محمود التخصصيأطباء مستشفى مصطفى محمود التخصصيمواعيد مستشفى مصطفى محمود التخصصي,Location not found
1234,Mutai Central Hospital,https://healtheg.com/ar/Item/3127/مستشفى-مطاى-المركزى,"The extension of the Abrahamic Us, next to the local unit - Mutai, Mutai, Minya",Minya-Musta,N/a,,https://healtheg.com//content/images/healtheg_300.png,0863926120 - 0863926503,,"The extension of the Abrahamic Us, next to the local unit - Mutai, Mutai, Minya",,Location not found
1235,Matar Specialist Hospital,https://healtheg.com/ar/Item/3128/مستشفى-مطر-التخصصى,"30 transformers, pyramid, Giza",Giza-the pyramid,N/a,,https://healtheg.com//content/images/healtheg_300.png,0237812008,,"30 transformers, pyramid, Giza",,Location not found
1236,Central Mutobas Hospital,https://healtheg.com/ar/Item/3130/مستشفى-مطوبس-المركزى,Dyer St.,Kafr El-Sheikh-Mutobas,N/a,,https://healtheg.com//content/images/healtheg_300.png,0472710821,,Dyer St.,,"lat: 32.7660823, lng: -97.7861466"
1237,Cartacate International Institute Hospital,https://healtheg.com/ar/Item/3133/مستشفى-معهد-الكتاركت-الدولى,"288 Gamal Abdel Nasser St., in front of McDonald's, Miami, Alexandria",Alexandria-Mami,N/a,,https://healtheg.com//content/images/healtheg_300.png,035407806 - 035407798 - 01001673232,,"288 Gamal Abdel Nasser St., in front of McDonald's, Miami, Alexandria",,Location not found
1238,Maghagha General Hospital,https://healtheg.com/ar/Item/3140/مستشفى-مغاغة-العام,Schools,Minya-Maghagha,N/a,,https://healtheg.com//content/images/healtheg_300.png,0867550035,,Schools,,"lat: 35.5305887, lng: 51.1829563"
1239,Manfalut Central Hospital,https://healtheg.com/ar/Item/3165/مستشفى-منفلوط-المركزى,"Gamal Abdel Nasser St., behind Manfalut Police Department, Manfalut, Assiut",Assiut-Manfal,N/a,,https://healtheg.com//content/images/healtheg_300.png,0884709805 - 0884700777,,"Gamal Abdel Nasser St., behind Manfalut Police Department, Manfalut, Assiut",,Location not found
1240,Menouf General Hospital,https://healtheg.com/ar/Item/3166/مستشفى-منوف-العام,"Al -Jaish St., Menouf, Menoufia",Menoufia-Menouf,N/a,,https://healtheg.com//content/images/healtheg_300.png,0483660012,,"Al -Jaish St., Menouf, Menoufia",,Location not found
1241,Minya Central Wheat Hospital,https://healtheg.com/ar/Item/3167/مستشفى-منيا-القمح-المركزى,"Freedom St., Minya Al Qamh, Eastern",Eastern-Mina Al Qamh,N/a,,https://healtheg.com//content/images/healtheg_300.png,0553660049 - 0553668400,,"Freedom St., Minya Al Qamh, Eastern",,Location not found
1242,Minya Al -Nasr Central Hospital,https://healtheg.com/ar/Item/3170/مستشفى-منية-النصر-المركزى,"U College of Specific Education, Minya Al -Nasr, Dakahlia",Dakahlia-Minya Al-Nasr,N/a,,https://healtheg.com//content/images/healtheg_300.png,0507498419 - 0507495555,,"U College of Specific Education, Minya Al -Nasr, Dakahlia",,Location not found
1243,Mitt Salsil Central Hospital,https://healtheg.com/ar/Item/3180/مستشفى-ميت-سلسيل-المركزى,"Mansoura Al -Matareya Agricultural Road, Mitt Salsil, Dakahlia",Dakahlia-Matt Salsil,N/a,,https://healtheg.com//content/images/healtheg_300.png,0502714413 - 0502714410 - 0502710012,,"Mansoura Al -Matareya Agricultural Road, Mitt Salsil, Dakahlia",,Location not found
1244,Mit Ghamr Central Hospital,https://healtheg.com/ar/Item/3179/مستشفى-ميت-غمر-المركزى,"Sheikh Al -Shaarawi St., Mit Ghamr, Dakahlia",Dakahlia-Matt Ghamr,N/a,,https://healtheg.com//content/images/healtheg_300.png,0506903597,,"Sheikh Al -Shaarawi St., Mit Ghamr, Dakahlia",,Location not found
