hospital_name,specialties,address,city_area
Dr. Muhammad Al -Fiqi,"Old heart, heart and blood vessels, Alexandria, Raml Station",Sand station,Alexandria - Raml Station
Dr. Muhammad Al -Fayoumi,"Adult liver, digestive system and adult perspectives, general internal, internal, Cairo, Nasr City",Nasr City: Ahmed Al -Zumar St. - Extension of Zakir Hussein Street,Cairo - Nasr City
Dr. Muhammad Al -Qadi,"An adult nose and laxity, nose, nose, children's larynx, nose surgery, adults, adult throat, nose surgery, children's lax",Tanta: It will be drawn in front of the martyr school,Gharbia - Tanta
Dr. Muhammad Al -Qadi,"An adult nose and throat, an adult surgery, an adult earnings, an adult throat, a nose, a nose and a children's lax",Tanta: Hassan bin Thabit intersection with Al -Mu'tasim,Gharbia - Tanta
Dr. Muhammad Al -Qadi,"Children, children and newborns, Giza, 6 October",October 6,Giza - 6 October
Dr. Muhammad Al -Qassas,"Adult liver, digestive system and extractors of adults, liver, Giza, Giza Square",Giza Square: Murad,Giza - Giza Square
Dr. Muhammad Al -Qusayr,"Obesity and slimming surgery, belly surgery, liver tumor surgery, adult surgery, endocrine surgery, gastrointestinal surgery and adult endoscopy, injuries and accident surgery, adult tumors surgery, breast tumor surgery, colon tumor surgery, stomach tumor surgery, general surgery, western,,Tanta",Tanta: Al -Mahatta Square,Gharbia - Tanta
Dr. Muhammad Qalioubi,"Children, children and newborns, Cairo, Nasr City",Nasr City,Cairo - Nasr City
Dr. Muhammad Al -Kurdi,"Digestive and endoscopic device surgery, endocrine surgery, breast tumor surgery, colon tumor surgery, adult surgery, obesity and slimming surgery, belly surgery, stomach tumors surgery, general surgery, Cairo, Abbasid","Al -Abbasiya: 62 Abbasiya Street, Ahmed Saeed, next to Al -Husseinia Secondary School",Cairo - Abbasiya
Dr. Muhammad Al -Kurdi,"Digestive and endoscopic device surgery, endocrine surgery, breast tumor surgery, colon tumor surgery, adult surgery, obesity and slimming surgery, belly surgery, stomach tumors surgery, general surgery, Cairo, Abbasid","Al -Abbasiya: 62 Abbasiya Street, Ahmed Saeed, next to Al -Husseinia Secondary School",Cairo - Abbasiya
Dr. Mohamed Al -Masry,"Older spine surgery, adult orthopedic surgery, bone distortions, joint change, peripheral neurosurgery, spine surgery, Alexandria, Fleming",Flenting,Alexandria - Fleming
Dr. Mohamed Al -Masry,"Old spine surgery, adult orthopedic surgery, bone distortions, joint change, peripheral neurosurgery, spine surgery, Giza, engineers","Mohandessin: The first hero Ahmed Abdel Aziz Street, from the intersection of the League of Arab States",Giza - Engineers
Dr. Muhammad Al -Maadawi,"Urinary tract surgery, urologist, urinary tract, urinary tract, urinary tract surgery, urinary tract, western, Tanta","Tanta: Al -Borsa from Al -Sa'ah Square, Al -Shahawi Mall",Gharbia - Tanta
Dr. Muhammad Al -Maghawry,"Breast tumor surgery, belly surgery, adult tumors surgery, colon tumor surgery, general children surgery, obesity and slimming surgery, endocrine surgery, injuries and accident surgery, stomach tumors surgery, general general surgery, general surgery, Giza, pyramid gardens",Al -Ahram Gardens: 309 A Metal Street - Al -Ahram Gardens The First Gate,Giza - Al -Ahram Gardens
Dr. Muhammad Al -Maghawry,"Breast tumor surgery, belly surgery, adult tumors surgery, colon tumor surgery, general children surgery, obesity and slimming surgery, endocrine surgery, injuries and accident surgery, stomach tumors surgery, general general surgery, general surgery, Giza, pyramid gardens",Al -Ahram Gardens: 309 A Metal Street - Al -Ahram Gardens The First Gate,Giza - Al -Ahram Gardens
Dr. Muhammad Al -Malatawi,"General, internal, internal, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Muhammad Al -Malwani,"Adult brain and neurosurgery, children's neurosurgery, adult spine surgery, spine surgery, children and neurosurgery, Cairo, Manial",Al Manial: Manial Street,Cairo - Manial
Dr. Muhammad Al -Malwani,"Older brain and neurosurgery, children's neurosurgery, adult spine surgery, child spine surgery, neurosurgery, Giza, 6 October",October 6: The central axis,Giza - 6 October
Dr. Muhammad Al -Malwani,"Adult spine surgery, adult brain and nerves, adult brain surgery, brain and nerve surgery, Giza, pyramid",Pyramid: the pyramid,Giza - the pyramid
Dr. Muhammad Al -Meligy,"Diseases of women and obstetrics, women and obstetrics, Giza, 6 October",October 6,Giza - 6 October
Dr. Muhammad Al -Nabawi,"General, internal, internal, Cairo, Shubra Al -Khaimah",Shubra Al -Khaimah: Ahmed Orabi Street,Cairo - Shubra Al -Khaimah
Dr. Muhammad Al -Najjar,"Lizik and correction of vision and white water, children's eyes, adult eyes, eyes, Cairo, gathering",Assembly: northern ninety,Cairo - Assembly
Dr. Muhammad Al -Najjar,"Urine urinary tracts, urology, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Muhammad Al -Nahhas,"Old bones, children's bones, adult orthopedic surgery, pediatric orthopedic surgery, stadium injuries and endoscopy, adult column surgery, foot and ankle bones, joint change, orthopedic orthopedic, hand and shoulder bones, bones, Cairo, Mokattam",Mokattam: Street 9,Cairo - Mokattam
Dr. Muhammad Al -Nahhas,"Facial plastic surgery, obesity and slimming surgery, adult leather, cosmetic and lazer, children's leather, burn surgery, eye plastic surgery, hand surgery, nose surgery, children's distortions and birth defects, plastic surgery, Menoufia, Shebin El -Kom",Shebin El -Koum: Shebin El -Koum - behind the Muslim Youth Association - next to the Abbasid Mosque and the Court,Menoufia - Shebin Al -Kom
Dr. Muhammad Al -Nimr,General inner,October 6,Giza - 6 October
Dr. Muhammad Al -Nimr,"General internal, gastrointestinal device and adult perspectives, internal, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Muhammad Al -Nimr,"General internal, gastrointestinal device and adult perspectives, internal, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Muhammad Al -Hadi Suleiman,"Adult teeth, teeth, Cairo, Shubra",Shubra,Cairo - Shubra
Dr. Muhammad Al -Hitmi,"Obesity and slimming surgery, plastic surgery, Cairo, Al -Rehab",Wimp,Cairo - Al -Rehab
Dr. Mohamed Anwar Al -Atribi,"Adult brain and nerves, psychological psychology, psychological children, brain and nerves, brain and nerves, Cairo, Heliopolis",Heliopolis: Al -Ahram Street,Cairo - Heliopolis
Dr. Mohamed Anwar Al -Atribi,"Adult brain and nerves, children's nerves and nerves, psychological adults, psychological children, brain and nerves, Cairo, tenth of Ramadan",Tenth of Ramadan: Imam Al -Shafi’i Street,Cairo - the tenth of Ramadan
Dr. Mohamed Anwar Al -Atribi,"Adult brain and nerves, children's nerves and nerves, psychological adults, psychological children, brain and nerves, Cairo, tenth of Ramadan",Tenth of Ramadan: Imam Al -Shafi’i Street,Cairo - the tenth of Ramadan
Dr. Mohamed Anwar Khalaf,"Lizik, vision and white water, network surgery and glass body, optical rehabilitation, eyes, Giza, engineers",Mohandessin: League Street,Giza - Engineers
Dr. Muhammad Anwar Suleiman,"Digestive device and adults, gastrointestinal system and children's endoscopes, general interior, digestive and endoscopy, Giza, Dokki",Dokki: Tahrir Street,Giza - Dokki
Dr. Mohamed Anis Al -Shahat,"Adult teeth, teeth, Cairo, Shubra",Shubra,Cairo - Shubra
Dr. Mohamed Ehab Ali,"Diseases of women and generation, microscopic injection and sterility, birth, women and generation, Giza, the pyramid",Pyramid: the pyramid,Giza - the pyramid
Dr. Muhammad Bakhit,"General General Surgery, Breast Oncology Surgery, belly surgery, endocrine surgery, injuries and accident surgery, adult tumors surgery, colon tumor surgery, liver tumor surgery, stomach tumor surgery, obesity and slimming surgery, general surgery, Giza, 6 October",October 6: The Central Axis,Giza - 6 October
Dr. Muhammad Badran,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, Imbaba",Imbaba: Talaat Harb Street,Giza - Imbaba
Dr. Muhammad Badran El -Shennawy,"Older brain and neurosurgery, neurosurgery, Cairo, downtown",downtown,Cairo - Downtown
Dr. Mohamed Burhan,"Diseases of women and generation, microscopic injection and sterility, women and generation, Alexandria, Sidi Bishr",Sidi Bishr: Cairo Street,Alexandria - Sidi Bishr
Dr. Mohamed Bassam,"Children, newborn, sensitivity and immunity of children, slimming and feeding children, children and newborns, Cairo, gathering",Assembly: Youth Street,Cairo - Assembly
Dr. Mohamed Bassam,"Children, newborn, sensitivity and immunity of children, slimming and feeding children, children and newborns, Cairo, gathering",Assembly: Youth Street,Cairo - Assembly
Dr. Mohamed Bassam,"Sensitivity and immunity of children, children and newborns, Cairo, Heliopolis",Heliopolis: Al -Merghani,Cairo - Heliopolis
Dr. Mohamed Bassiouni,"Older brain and neurosurgery, neurosurgery, Cairo, Maadi",Hostile,Cairo - Maadi
Dr. Mohamed Bassiouni,"Older brain and neurosurgery, neurosurgery, Cairo, Maadi",Hostile,Cairo - Maadi
Dr. Muhammad Bishr,"Old eyes, lizards and correction of vision and white water, children's eyes, network surgery and glass body, eyes, Alexandria, Flenting","Fleming: 86 Mustafa Kamel St. - Fellang Abraj (B), before Halawani Classic",Alexandria - Fleming
Dr. Muhammad Bishr,"Women and Gynecology diseases, women's tumors surgery, women and obstetrics, Giza, 6 October",October 6: The Central Axis,Giza - 6 October
Dr. Mohamed Bashir,"Older spine surgery, children's neurosurgery, adult neurosurgery, brain and nerve surgery, Cairo, Nasr City",Nasr City: Al -Nasr Road in front of the first section,Cairo - Nasr City
Dr. Mohamed Bashir,"Older spine surgery, children's neurosurgery, adult neurosurgery, brain and nerve surgery, Cairo, Nasr City",Nasr City: Al -Shanab Street,Cairo - Nasr City
Dr. Muhammad Bahij Hamza,Facial surgery and jaw,Heliopolis,Cairo - Heliopolis
Dr. Muhammad Bahij Hamza,Facial surgery and jaw,Heliopolis,Cairo - Heliopolis
Dr. Mohamed Baybars,"Children's brain and nerve surgery, adult brain and nerves, children's nerves, adults and neurosurgery, neurosurgery, western, Tanta","Tanta: Al -Borsa from Al -Sa'ah Square, Al -Shahawi Mall",Gharbia - Tanta
Dr. Mohamed Bayoumi,"Diseases of women and obstetrics, women and obstetrics, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
Dr. Muhammad Taj Al -Din,"Olding general surgery, abdominal surgery, digestive system surgery and adult perspectives, obesity and slimming surgery, general surgery, Cairo, Maadi",Maadi: Street 77,Cairo - Maadi
Dr. Muhammad Taj Al -Din,"Olding general surgery, obesity and slimming surgery, belly surgery, digestive system surgery and adult perspectives, general surgery, Cairo, Nasr City","Nasr City: Mohamed Abdel Halim Abdullah Street, branch from Mohamed Hassanein Heikal St. - First Abbas Al -Akkad",Cairo - Nasr City
Dr. Mohamed Tawfiq,"Adult brain and nerves, brain and nerves, Cairo, Heliopolis",Heliopolis: Al -Nuzha,Cairo - Heliopolis
Dr. Mohamed Tawfiq,"Microscopic injection and sterility, women's diseases and obstetrics, women's tumors surgery, women's plastic surgery, birth, women and obstetrics, Qaliubiya, Qalioub",Qalioub: In particular - the new life hospital - behind Al -Saad Company,Qaliubiya - Qalioub
Dr. Mohamed Tawfiq,"General, internal, western, Tanta",Tanta,Gharbia - Tanta
Dr. Mohamed Tawfiq,"Women and obstetrics, Menoufia, Menouf","Menouf: Quesna, the public street, the public street, the Delta Tower, next to the old section",Menoufia - Menouf
Dr. Mohamed Gad,"Male diseases, urinary tract surgery, urologist adults, urinary tract surgery, urinary tract, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
Dr. Muhammad Jad Amara,"Stadium and endoscopy injuries, bone distortions, foot and ankle bones, joint change, adult bones, orthopedic orthopedic, hand and shoulder bones, adult orthopedic surgery, bones, Cairo, sunrise","Al -Shorouk: Russian University Street, Badr City",Cairo - Sunrise
Dr. Mohamed Jabr,"Adult sensitivity and immunity, chest and adult respiratory system, chest and respiratory system, chest and respiratory staff, Cairo, Nasr City",Nasr City: Mohamed Awad parallel Makram Obaid,Cairo - Nasr City
Dr. Mohamed Jabr,"Adult brain and neurosurgery, children's neurosurgery, adult spine surgery, neurosurgery, Cairo, Helwan",Helwan,Cairo - Helwan
Dr. Muhammad Jaafar Al -Mallah,"Women and Gynecology diseases, women's tumor surgery, microscopic and infertility, women and generation, Alexandria, Laurent",Laurent: Abdul Salam Aref Street,Alexandria - Laurent
Dr. Muhammad Jalal,"Adult teeth, teeth, Giza, 6 October",October 6,Giza - 6 October
Dr. Muhammad Jalal Al -Barqi,"Old bones, bones, Giza, Abdin",Abdeen,Giza - Abdin
Dr. Muhammad Jalal Al -Barqi,"Old bones, bones, Giza, Abdin",Abdeen,Giza - Abdin
Dr. Muhammad Jalal Al -Barqi,"Old bones, bones, Cairo, Abdin",Abdeen,Cairo - Abdin
Dr. Muhammad Jalal Al -Sheikh,"Urinary urinary tracts, urology, Giza, Giza Square",Giza Square,Giza - Giza Square
Dr. Muhammad Jamal Al -Din,"Adult teeth, children's teeth, elderly teeth, dental implant, facial surgery and jaw",Pillar,Giza - Dokki
Dr. Muhammad Jamal Al -Masry,"Adult teeth, teeth, teeth, Giza, engineers",Engineers,Giza - Engineers
Dr. Muhammad Jamal Thari Dahnal Clinic,"Adult teeth, teeth of children, elderly teeth, dental orthodontics, radical and nerve treatment, tooth cosmetics, dental implants, gum treatment, dental fixtures, teeth, teeth, Alexandria, Sidi Bishr",Sidi Bishr: Street 24 - Jawhar Al -Amir Tower - Al -Fadali - Sidi Bishr Qebli - in front of the European café.,Alexandria - Sidi Bishr
Dr. Muhammad Jamal Hassan,"Extraordinary physical therapy, physical therapy and stadium injuries, Cairo, Al -Tadam","Assembly: Mustafa Kamel, the first assembly",Cairo - Assembly
Dr. Muhammad Jamal Saleh,"Old eyes, lizards and correction of eyesight and white water, children's eyes, network surgery and glass body, eyes, Assiut, Assiut Center",Assiut Center,Assiut - Assiut Center
Dr. Muhammad Jamal Talkhan,"Adult liver, digestive device and adult perspectives, internal, Cairo, my city",My city,Cairo - my city
Dr. Muhammad Jamal Talkhan,General inner,Wimp,Cairo - Al -Rehab
Dr. Muhammad Jamal Talkhan,General inner,Wimp,Cairo - Al -Rehab
Dr. Mohamed Gamal Abdel Samie,"Extraordinary feeding and feeding, adult physical therapy, children's physical therapy, stadium injuries, adult rheumatism, children's rheumatism, child feeding and feeding children, physiotherapy and stadium injuries, oriental, Zagazig",Zagazig,Eastern - Zagazig
Dr. Mohamed Gamal Abdel -Ghani Badr,"I am adults, family consultations, adults and nerves, myself, Cairo, gathering","Assembly: Hassan bin Thabet, south of the academy",Cairo - Assembly
Dr. Mohamed Genena,"Children, digestive and endoscopy, newborns, children and newborns, Giza, Dokki",Dokki: Mohiuddin Abu Al -Ezz Street,Giza - Dokki
Dr. Muhammad Jihad,"Extraordinary physical therapy, physical therapy, children's injuries, rehabilitation, loss and adult feeding, physiotherapy and stadium injuries, Port Said, Port Said City",Port Said City: Al Sharq neighborhood,Port Said - Port Said City
Dr. Muhammad Jihad,"Extraordinary physical therapy, physical therapy, children's injuries, rehabilitation, loss and adult feeding, physiotherapy and stadium injuries, Port Said, Port Said City",Port Said City: Al Sharq neighborhood,Port Said - Port Said City
Dr. Mohamed Joudeh,"Extraordinary feeding and feeding, adult physical therapy, children's physical therapy, stadium injuries, slimming and feeding children, adult rheumatism, children's rheumatism, rehabilitation, physical therapy and stadium injuries, Cairo, Gardens of the Dome",Dome Gardens: Garage,Cairo - Gardens of the Dome
Dr. Muhammad Hatem,"Adult teeth, children's teeth, elderly teeth, orthodontic, filling and treatment of roots and nerves, teeth cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, Giza, Faisal","Faisal: Faisal Street, next to the Brazilian coffee, Sahl Hamza station",Giza - Faisal
Dr. Muhammad Hafez,"Old heart, children's heart, adult blood vessels, blood vessels, heart and blood vessels, Cairo, Zamalek",Zamalek: Ibn al -Nabih Street,Cairo - Zamalek
Dr. Mohamed Hamed,"Old bones, children's bones, adult orthopedic surgery, children's orthopedic surgery, joint change, stadium injuries and endoscopy, adult column surgery, spine surgery children, bones, Cairo, Ain Shams",Ain Shams: Ahmed Esmat,Cairo - Ain Shams
